Sexo de la victima,Grupo de edad de la victima,Zona del Hecho,Escenario del Hecho,Mes del hecho,Dia del hecho,Rango de Hora del Hecho X 3 Horas,Departamento del hecho DANE,Mecanismo Causal,Diagnostico Topográfico de la Lesión,Presunto Agresor,Pertenencia Grupal,Escolaridad,Ancestro Racial
Hombre,(30 a 34),Cabecera municipal,otros,Diciembre,Lunes,06:00 a 08:59,"Bogotá, D.C.",Proyectil de arma de fuego,Por determinar,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(65 a 69),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Diciembre,Miércoles,15:00 a 17:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación inicial y educación preescolar,Sin información
Hombre,(25 a 29),Parte rural (vereda y campo),otros,Diciembre,Viernes,Sin información,Nariño,Proyectil de arma de fuego,Politraumatismo,Fuerzas militares,Otro,Sin información,Negro
Hombre,(35 a 39),Cabecera municipal,vía pública,Diciembre,Domingo,03:00 a 05:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Sábado,21:00 a 23:59,"Bogotá, D.C.",Corto punzante,Trauma de abdomen,Delincuencia común,Ninguno,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vivienda,Diciembre,Domingo,06:00 a 08:59,"Bogotá, D.C.",Cortante,Trauma de cuello,Otros familiares civiles o consanguíneos,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Mujer,(30 a 34),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Diciembre,Domingo,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(30 a 34),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Diciembre,Domingo,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Sin escolaridad,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Martes,03:00 a 05:59,"Bogotá, D.C.",Corto punzante,Politraumatismo,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Martes,06:00 a 08:59,"Bogotá, D.C.",Proyectil de arma de fuego,Por determinar,Sin información,Persona adicta a una droga natural o sintética,Educación básica secundaria o secundaria baja,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Martes,09:00 a 11:59,"Bogotá, D.C.",Corto punzante,Trauma de Tórax,Sin información,Grupos étnicos,Educación básica primaria,Negro
Hombre,(45 a 49),Cabecera municipal,vía pública,Diciembre,Martes,15:00 a 17:59,"Bogotá, D.C.",Proyectil de arma de fuego,Por determinar,Sin información,Ninguno,Sin información,Sin información
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Martes,15:00 a 17:59,"Bogotá, D.C.",Corto punzante,Por determinar,Sin información,Ninguno,Educación básica primaria,Sin información
Hombre,(30 a 34),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Diciembre,Martes,18:00 a 20:59,"Bogotá, D.C.",Punzante,Trauma de cuello,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(55 a 59),Cabecera municipal,vía pública,Diciembre,Martes,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Diciembre,Miércoles,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de Tórax,Fuerzas militares,Otro,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,guarniciones militares y/o de policía,Diciembre,Jueves,12:00 a 14:59,"Bogotá, D.C.",Corto punzante,Trauma de cuello,Sin información,Ninguno,Educación básica primaria,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Viernes,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Por determinar,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica primaria,Sin información
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Sábado,21:00 a 23:59,Cundinamarca,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Otro,Educación básica primaria,Mestizo
Hombre,(50 a 54),Cabecera municipal,vía pública,Diciembre,Sábado,00:00 a 02:59,"Bogotá, D.C.",Corto punzante,Trauma de Tórax,Sin información,Otro,Educación básica primaria,Sin información
Mujer,(25 a 29),Cabecera municipal,vía pública,Diciembre,Martes,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Domingo,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Otro,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Diciembre,Martes,18:00 a 20:59,"Bogotá, D.C.",Contundente,Trauma craneano,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Mujer,(20 a 24),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Octubre,Jueves,Sin información,Antioquia,Generadores de asfixia,Trauma de cuello,Narcotraficantes,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(10 a 14),Parte rural (vereda y campo),vivienda,Enero,Sábado,Sin información,Antioquia,Generadores de asfixia,Trauma de cuello,Sin información,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),"Centro poblado(corregimiento, inspección de policía y caserío)",lugar público sin otra indicación,Enero,Lunes,06:00 a 08:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Amigo (a),Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),vía pública,Enero,Lunes,00:00 a 02:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Mujer,(45 a 49),Parte rural (vereda y campo),otros,Marzo,Lunes,06:00 a 08:59,Antioquia,Proyectil de arma de fuego,Trauma de cuello,Sin información,Ninguno,Sin información,Mestizo
Mujer,(20 a 24),Parte rural (vereda y campo),vía pública,Mayo,Viernes,15:00 a 17:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Julio,Domingo,21:00 a 23:59,Antioquia,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Mujer,(35 a 39),Cabecera municipal,otros,Octubre,Lunes,09:00 a 11:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Educación básica primaria,Blanco
Hombre,(55 a 59),Parte rural (vereda y campo),vivienda,Junio,Sábado,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Por determinar,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Julio,Domingo,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Mujer,(25 a 29),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Enero,Lunes,03:00 a 05:59,Antioquia,Corto punzante,Trauma de Tórax,Ex Novio (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Enero,Lunes,03:00 a 05:59,Antioquia,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),otros,Mayo,Sábado,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Sin información,Sin información
Mujer,(55 a 59),Parte rural (vereda y campo),vivienda,Enero,Viernes,Sin información,Antioquia,Contundente,Politraumatismo,Hijo (a),Ninguno,Sin información,Sin información
Mujer,(30 a 34),Cabecera municipal,vivienda,Mayo,Lunes,Sin información,Antioquia,Generadores de asfixia,Por determinar,Compañero (a) permanente,Ninguno,Sin información,Sin información
Hombre,(40 a 44),Cabecera municipal,vía pública,Junio,Sábado,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Sin información,Sin información
Hombre,(18 a 19),Cabecera municipal,vía pública,Junio,Martes,03:00 a 05:59,Antioquia,Corto punzante,Trauma de Tórax,Pandillas,Ninguno,Sin información,Sin información
Hombre,(30 a 34),Cabecera municipal,vía pública,Junio,Domingo,18:00 a 20:59,Antioquia,Corto punzante,Trauma de cuello,Otros familiares civiles o consanguíneos,Ninguno,Educación básica primaria,Sin información
Hombre,(20 a 24),"Centro poblado(corregimiento, inspección de policía y caserío)",vía pública,Noviembre,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Suegro (a),Ninguno,Sin información,Sin información
Hombre,(35 a 39),Parte rural (vereda y campo),carretera (fuera de la ciudad),Mayo,Jueves,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Fuerzas militares,Otro,Sin información,Sin información
Hombre,(55 a 59),Parte rural (vereda y campo),vía pública,Enero,Martes,18:00 a 20:59,Antioquia,Corto contundente,Por determinar,Fuerzas irregulares,Ninguno,Sin información,Sin información
Mujer,(20 a 24),Cabecera municipal,"lugares de hospedaje (hoteles, campamentos y otros tipos de hospedaje no permanente, moteles, etc.)",Abril,Domingo,03:00 a 05:59,Antioquia,Proyectil de arma de fuego,Trauma de abdomen,Sin información,Otro,Sin escolaridad,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Enero,Lunes,03:00 a 05:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Julio,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Policía,Ninguno,Sin información,Blanco
Hombre,(50 a 54),Parte rural (vereda y campo),"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Julio,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Policía,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Octubre,Domingo,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,vivienda,Diciembre,Miércoles,Sin información,Antioquia,Corto contundente,Trauma de Tórax,Hermano (a),Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,carretera (fuera de la ciudad),Julio,Jueves,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(60 a 64),Parte rural (vereda y campo),otros,Febrero,Martes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Mayo,Lunes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Noviembre,Sábado,21:00 a 23:59,Antioquia,Corto punzante,Por determinar,Sin información,Grupos étnicos,Sin información,Sin información
Hombre,(15 a 17),Cabecera municipal,vía pública,Noviembre,Sábado,21:00 a 23:59,Antioquia,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Grupos étnicos,Sin información,Indigena
Hombre,(45 a 49),Parte rural (vereda y campo),otros,Febrero,Sábado,15:00 a 17:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Hermano (a),Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(40 a 44),Parte rural (vereda y campo),vía pública,Julio,Martes,15:00 a 17:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Febrero,Martes,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Delincuencia común,Ninguno,Sin información,Sin información
Hombre,(40 a 44),Parte rural (vereda y campo),carretera (fuera de la ciudad),Diciembre,Lunes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Diciembre,Domingo,Sin información,Antioquia,Corto punzante,Trauma de abdomen,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Diciembre,Domingo,21:00 a 23:59,Antioquia,Corto contundente,Trauma craneano,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Negro
Hombre,(45 a 49),"Centro poblado(corregimiento, inspección de policía y caserío)",lugares de esparcimiento con expendio de alcohol,Septiembre,Domingo,12:00 a 14:59,Antioquia,Corto contundente,Trauma craneano,Primo (a),Ninguno,Educación inicial y educación preescolar,Sin información
Hombre,(25 a 29),Parte rural (vereda y campo),otros,Marzo,Viernes,09:00 a 11:59,Antioquia,Corto contundente,Por determinar,Hermano (a),Campesinos (as) y/o trabajadores (as) del campo,Sin escolaridad,Sin información
Hombre,(45 a 49),Sin información,vivienda,Junio,Domingo,00:00 a 02:59,Antioquia,Corto punzante,Trauma de Tórax,Otros familiares civiles o consanguíneos,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),carretera (fuera de la ciudad),Noviembre,Domingo,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Por determinar,Sin información,Ninguno,Sin información,Sin información
Hombre,(30 a 34),Cabecera municipal,vía pública,Noviembre,Sábado,21:00 a 23:59,Antioquia,Corto punzante,Por determinar,Sin información,Grupos étnicos,Educación básica secundaria o secundaria baja,Indigena
Mujer,(60 a 64),"Centro poblado(corregimiento, inspección de policía y caserío)",vivienda,Junio,Viernes,12:00 a 14:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,áreas deportivas y/o recreativas,Agosto,Domingo,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Trauma facial,Sin información,Otro,Sin información,Sin información
Mujer,(25 a 29),Cabecera municipal,vivienda,Enero,Jueves,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Sin información,Otro,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Diciembre,Martes,Sin información,Antioquia,Corto punzante,Trauma de cuello,Sin información,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),otros,Octubre,Miércoles,15:00 a 17:59,Antioquia,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Blanco
Mujer,(30 a 34),Cabecera municipal,"centro de atención médica (hospital, clínica, consultorio, etc.)",Enero,Lunes,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Ex Novio (a),Otro,Sin información,Mestizo
Hombre,(60 a 64),Parte rural (vereda y campo),vía pública,Enero,Lunes,03:00 a 05:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Sin información,Mestizo
Hombre,(35 a 39),Parte rural (vereda y campo),zonas de actividades agropecuarias,Enero,Domingo,12:00 a 14:59,Antioquia,Proyectil de arma de fuego,Por determinar,Pandillas,Campesinos (as) y/o trabajadores (as) del campo,Educación básica primaria,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),otros,Febrero,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Presunto colaborador de grupo ilegal,Sin información,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),zonas de actividades agropecuarias,Junio,Miércoles,15:00 a 17:59,Antioquia,Proyectil de arma de fuego,Por determinar,Sin información,Líder,Educación básica primaria,Mestizo
Hombre,(20 a 24),"Centro poblado(corregimiento, inspección de policía y caserío)","calle (autopista, avenida, dentro de la ciudad)",Agosto,Lunes,15:00 a 17:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Hombre,(18 a 19),"Centro poblado(corregimiento, inspección de policía y caserío)",guarniciones militares y/o de policía,Octubre,Sábado,06:00 a 08:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Compañero (a) de trabajo,Otro,Sin información,Mestizo
Hombre,(40 a 44),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Febrero,Lunes,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(60 a 64),Parte rural (vereda y campo),carretera (fuera de la ciudad),Noviembre,Viernes,12:00 a 14:59,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(15 a 17),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Abril,Martes,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Hombre,(35 a 39),Cabecera municipal,vivienda,Junio,Viernes,06:00 a 08:59,Antioquia,Corto punzante,Trauma de cuello,Hermano (a),Ninguno,Educación básica primaria,Mestizo
